2012/09/15 00:00:00<~>G349782<~>4<~>15.09.2012<~>7767<~>BCCH MISSING<~><~>1
2012/09/15 00:00:00<~>Z5901<~>101<~>15.09.2012<~>1254<~>UNSOLICITED DATA LINK RE-ESTABLISHMENT<~><~>1
2012/09/15 00:00:00<~><~>24<~>15.09.2012<~>7745<~>CHANNEL FAILURE RATE ABOVE DEFINED THRESHOLD<~><~>17
2012/09/15 00:00:00<~>BNGER<~>3<~>15.09.2012<~>3032<~>BSSGP VIRTUAL CONNECTION PROTOCOL ERROR<~><~>1
2012/09/15 00:00:00<~>G55631<~>4<~>15.09.2012<~>7710<~>OBJECT ADMINISTRATIVE STATE CHANGED<~><~>1
2012/09/15 00:00:00<~>BNGSN<~>3<~>15.09.2012<~>1850<~>BTS TEST REPORT PRINTOUT FAILED<~><~>2
2012/09/15 00:00:00<~>UMTS47139A<~>812<~>15.09.2012<~>7401<~>EXTERNAL AL 1<~><~>1
2012/09/15 00:00:00<~>W04733011<~>813<~>15.09.2012<~>7654<~>CELL OPERATION DEGRADED<~><~>1
2012/09/15 00:00:00<~>RNCYA<~>811<~>15.09.2012<~>805<~>I/O DEVICE OPERATING STATE CHANGED<~><~>1
2012/09/15 00:00:00<~>BNGER<~>3<~>15.09.2012<~>3032<~>BSSGP VIRTUAL CONNECTION PROTOCOL ERROR<~><~>1
2012/09/15 00:00:00<~>UMTS47197A<~>812<~>15.09.2012<~>7661<~>BASE STATION LICENCE NOTIFICATION<~><~>1
2012/09/15 00:00:00<~>GSM11247A<~>27<~>15.09.2012<~>7602<~>BCF NOTIFICATION<~><~>1
2012/09/15 00:00:00<~>RNSNA<~>811<~>15.09.2012<~>805<~>I/O DEVICE OPERATING STATE CHANGED<~><~>1
2012/09/15 00:00:00<~>BNGER<~>3<~>15.09.2012<~>3032<~>BSSGP VIRTUAL CONNECTION PROTOCOL ERROR<~><~>1
2012/09/15 00:00:00<~>BNGER<~>3<~>15.09.2012<~>3032<~>BSSGP VIRTUAL CONNECTION PROTOCOL ERROR<~><~>1
2012/09/15 00:00:00<~>BNGER<~>3<~>15.09.2012<~>3032<~>BSSGP VIRTUAL CONNECTION PROTOCOL ERROR<~><~>1
2012/09/15 00:00:00<~><~>1793<~>15.09.2012<~>61152<~>BASE STATION TRANSMISSION ALARM<~><~>1
2012/09/15 00:00:00<~>UMTS07722A<~>812<~>15.09.2012<~>3117<~>FAILURE IN SAAL UNI SIGNALLING LINK ACTIVATION<~><~>1
2012/09/15 00:00:00<~>BNGER<~>3<~>15.09.2012<~>3032<~>BSSGP VIRTUAL CONNECTION PROTOCOL ERROR<~><~>1
2012/09/15 00:00:00<~>RNERB<~>811<~>15.09.2012<~>805<~>I/O DEVICE OPERATING STATE CHANGED<~><~>1
2012/09/15 00:00:00<~>BNGER<~>3<~>15.09.2012<~>3032<~>BSSGP VIRTUAL CONNECTION PROTOCOL ERROR<~><~>1
2012/09/15 00:00:00<~>B2501<~>101<~>15.09.2012<~>1254<~>UNSOLICITED DATA LINK RE-ESTABLISHMENT<~><~>1
2012/09/15 00:00:00<~>BNFSN<~>3<~>15.09.2012<~>2720<~>TELECOM LINK OVERLOAD<~><~>1
2012/09/15 00:00:00<~>GSM00243A<~>27<~>15.09.2012<~>7601<~>BCF OPERATION DEGRADED<~><~>1
2012/09/15 00:00:00<~>UMTS11189A<~>812<~>15.09.2012<~>7402<~>EXTERNAL AL 2<~><~>1
2012/09/15 00:00:00<~>BNGSN<~>3<~>15.09.2012<~>1850<~>BTS TEST REPORT PRINTOUT FAILED<~><~>1
2012/09/15 00:00:00<~>BNGSN<~>3<~>15.09.2012<~>1850<~>BTS TEST REPORT PRINTOUT FAILED<~><~>1
2012/09/15 00:00:00<~>UMTS07722A<~>812<~>15.09.2012<~>3117<~>FAILURE IN SAAL UNI SIGNALLING LINK ACTIVATION<~><~>1
2012/09/15 00:00:00<~>UMTS07722A<~>812<~>15.09.2012<~>3117<~>FAILURE IN SAAL UNI SIGNALLING LINK ACTIVATION<~><~>1
