2012/09/15 00:00:00<~>BNANY<~>GSM00347A<~>D03471<~>0<~>0<~>0<~>0<~><~><~><~><~><~>0<~><~><~><~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~><~><~><~><~><~><~><~><~><~>0<~>0<~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~>0<~>0<~>0<~>0<~>0<~><~>0<~>0<~>0<~><~><~><~>0<~>0<~>0<~>0<~><~>0<~>0<~>0<~>0<~><~>0<~>0<~>0<~><~>32<~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~>0<~>0<~><~><~><~><~>0<~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~>0<~>0<~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0
2012/09/15 00:00:00<~>BNANY<~>GSM00347A<~>D03472<~>0<~>0<~>0<~>0<~><~><~><~><~><~>0<~><~><~><~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~><~><~><~><~><~><~><~><~><~>0<~>0<~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~>0<~>0<~>0<~>0<~>0<~><~>0<~>0<~>0<~><~><~><~>0<~>0<~>0<~>0<~><~>0<~>0<~>0<~>0<~><~>0<~>0<~>0<~><~>32<~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~>0<~>0<~><~><~><~><~>0<~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~>0<~>0<~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0
2012/09/15 00:00:00<~>BNANY<~>GSM00347A<~>D03473<~>0<~>0<~>0<~>0<~><~><~><~><~><~>0<~><~><~><~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~><~><~><~><~><~><~><~><~><~>0<~>0<~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~>0<~>0<~>0<~>0<~>0<~><~>0<~>0<~>0<~><~><~><~>0<~>0<~>0<~>0<~><~>0<~>0<~>0<~>0<~><~>0<~>0<~>0<~><~>32<~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~>0<~>0<~><~><~><~><~>0<~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~>0<~>0<~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0
2012/09/15 00:00:00<~>BNANY<~>GSM00347A<~>G03471<~>0<~>0<~>0<~>0<~><~><~><~><~><~>0<~><~><~><~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~><~><~><~><~><~><~><~><~><~>0<~>0<~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~>0<~>0<~>0<~><~>40<~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~>0<~>0<~><~><~><~><~>0<~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0
2012/09/15 00:00:00<~>BNANY<~>GSM00347A<~>G03472<~>0<~>0<~>0<~>0<~><~><~><~><~><~>0<~><~><~><~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~><~><~><~><~><~><~><~><~><~>0<~>0<~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~>0<~>0<~>0<~>0<~>0<~><~>0<~>0<~>0<~><~><~><~>0<~>0<~>0<~>0<~><~>0<~>0<~>0<~>0<~><~>0<~>0<~>0<~><~>40<~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~>0<~>0<~><~><~><~><~>0<~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~>0<~>0<~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0
2012/09/15 00:00:00<~>BNANY<~>GSM00347A<~>G03473<~>0<~>0<~>0<~>0<~><~><~><~><~><~>0<~><~><~><~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~><~><~><~><~><~><~><~><~><~>0<~>0<~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~>0<~>0<~>0<~>0<~>0<~><~>0<~>0<~>0<~><~><~><~>0<~>0<~>0<~>0<~><~>0<~>0<~>0<~>0<~><~>0<~>0<~>0<~><~>40<~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~>0<~>0<~><~><~><~><~>0<~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~>0<~>0<~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0
2012/09/15 00:00:00<~>BNANY<~>GSM00748A<~>G07481<~>4331<~>40.28000113918526<~>57.14941408125703<~>201.31346666666667<~>99.86335525620991<~>0<~>1.5827957046261034<~>1251961.189453125<~>312277.41015625<~>0<~>32088<~>1<~>0<~>32088<~>42<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>4343<~>0<~>0<~>0<~>0<~>0<~>0<~>17<~>0<~>4331<~>4331<~>14<~>6213<~>0<~>0<~>0<~>12<~>490<~>11033<~>1242203<~>49954<~>53435<~>55253<~>45765<~>38295<~>19363<~>4518<~>1435472<~>15867<~>14570<~>10162<~>9902<~>13398<~>7628<~>2852<~>713844<~>0<~>653<~>0<~>1036<~>1.9297916E7<~>0<~>0<~>0<~>5111107<~>0<~>0<~>1.3685025E7<~>4009997<~>12<~>21<~>1320668<~>2.4571818E7<~>2.1360123E7<~>0<~>0<~>393884<~>79<~>26<~>0<~><~>0<~>370011<~>336974<~>0<~>181.80982567353408<~>174<~>1.1857369255150554<~>13<~>492.0729001584786<~>0.043740095087163235<~>4<~>4.722345483359747<~>3.92202852614897<~>6.169572107765451<~>0.4374856090260189<~>506<~>11185<~>3.5525462962962955<~>5.2347222222222225<~>3.617117122350397<~>0.639436478241711<~>5.484101593883609<~>37.32019608535781<~>4.203762777362254<~>174.61361565409385<~>7821<~>89<~>163<~>320<~>797<~>1730<~>1213<~>555<~>36346<~>663<~>783<~>1349<~>1851<~>833<~>338<~>610<~>8916<~>688<~>1799<~>2952<~>1264<~>281<~>87<~>219<~>760530<~>12851<~>9783<~>4670<~>2202<~>854<~>241<~>73<~>15119<~>88<~>223<~>280<~>2139<~>4896<~>2024<~>59<~>6043<~>340<~>528<~>316<~>725<~>1674<~>865<~>29<~>559518<~>1703<~>2532<~>1283<~>1552<~>3366<~>2649<~>217<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>2.37491512E8<~>6.9235777E7<~>3405<~>7278<~>50522<~>1131140<~>56884<~>939911<~>417938<~>708457<~>1669397<~>3<~>126172<~>125008<~>140587<~>445632<~>212969<~>1030526<~>2125691<~>3349945<~>3490123<~>8236848<~>6039<~>134548<~>184<~>459<~>2107<~>5569<~>21839<~>67546<~>80761<~>129114<~>84552<~>0<~>1753<~>9456<~>21867<~>48118<~>35397<~>21876<~>363175<~>382903<~>143594<~>291217<~>174<~>2891<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>10<~>13<~>7<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0
2012/09/15 00:00:00<~>BNANY<~>GSM00748A<~>G07482<~>472<~>0<~>96.2589928057554<~>9.452<~>99.7404703974047<~>0<~>3.45598008993467<~>60166.62109375<~>16958.0068359375<~>0<~>6327<~>0<~>0<~>6325<~>16<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>471<~>0<~>0<~>0<~>0<~>0<~>0<~>1<~>0<~>472<~>472<~>1<~>357<~>0<~>0<~>0<~>0<~>52<~>1150<~>49762<~>3568<~>3892<~>4258<~>3754<~>3040<~>1735<~>709<~>62793<~>1994<~>1781<~>1574<~>1212<~>708<~>412<~>416<~>86877<~>0<~>123<~>0<~>170<~>1053326<~>0<~>0<~>0<~>347511<~>0<~>0<~>1.0806002E7<~>2746721<~>0<~>0<~>75327<~>1577341<~>1541428<~>0<~>0<~>20308<~>0<~>0<~>0<~><~>0<~>370011<~>336974<~>0<~>187.7849099099099<~>185<~>0.010456885456885457<~>4<~>502.73986486486484<~>0<~>1<~>2.1595881595881594<~>0.09700772200772201<~>0.20012870012870013<~>0.21231422505307856<~>53<~>1152<~>0<~>0.4224537037037037<~>4.518635339731601<~>1.3540163256248035<~>3.1027497587848902<~>28.34004013676679<~>4.000372945638432<~>77.16702085412263<~>139<~>7<~>18<~>59<~>198<~>355<~>286<~>141<~>2761<~>115<~>128<~>258<~>431<~>178<~>67<~>54<~>974<~>155<~>394<~>710<~>325<~>73<~>7<~>2<~>56144<~>1809<~>1366<~>659<~>315<~>86<~>15<~>9<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>1.9946407E7<~>5059161<~>857<~>2827<~>10809<~>15384<~>4251<~>63614<~>17973<~>16702<~>123006<~>0<~>92088<~>8130<~>28887<~>83828<~>24400<~>82690<~>143078<~>66254<~>52155<~>459088<~>1474<~>103342<~>26<~>172<~>835<~>998<~>1381<~>4236<~>3800<~>3077<~>4964<~>0<~>819<~>623<~>4343<~>16992<~>5655<~>1481<~>24804<~>13107<~>2004<~>6007<~>6<~>305<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>2<~>0<~>1<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0
2012/09/15 00:00:00<~>BNANY<~>GSM00748A<~>G07483<~>2579<~>4.350337709912909<~>93.72291055750755<~>75.706<~>99.71000301295571<~>0<~>2.7191461821029077<~>627900.6337890625<~>165703.0107421875<~>0<~>27036<~>0<~>0<~>27038<~>77<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>2589<~>0<~>0<~>0<~>0<~>0<~>0<~>15<~>1<~>2580<~>2580<~>62<~>2452<~>0<~>0<~>0<~>0<~>476<~>5590<~>417034<~>24776<~>26909<~>31225<~>28100<~>23590<~>12098<~>3321<~>422978<~>39118<~>33321<~>26801<~>20311<~>13784<~>7384<~>4098<~>404797<~>0<~>6245<~>0<~>3757<~>1.0659317E7<~>3187<~>0<~>1287<~>2767613<~>0<~>0<~>1.2310598E7<~>3452758<~>149<~>70<~>2035521<~>1.3583105E7<~>1.1970768E7<~>36<~>76<~>502151<~>0<~>1<~>0<~><~>0.598148148148148<~>362193<~>331304<~>0<~>182.4933549432739<~>173<~>0.753322528363047<~>11<~>492.5354943273906<~>0.005510534846029173<~>4<~>4.6894651539708265<~>2.360129659643436<~>4.6175040518638575<~>2.2788721514098107<~>499<~>5677<~>0.14097222222222217<~>3.1557870370370376<~>3.288930637082001<~>0.8075384504509469<~>4.7449947853188075<~>36.0914771239804<~>4.018570847357325<~>109.7649328955684<~>1204<~>403<~>635<~>1150<~>3856<~>7536<~>5437<~>1471<~>13696<~>2044<~>2418<~>4871<~>7650<~>3429<~>835<~>1259<~>8154<~>2415<~>6613<~>10416<~>5102<~>1384<~>237<~>85<~>361496<~>35259<~>25263<~>11616<~>4570<~>1414<~>200<~>36<~>669<~>103<~>193<~>255<~>295<~>259<~>139<~>5<~>603<~>266<~>321<~>202<~>85<~>103<~>51<~>2<~>18669<~>1167<~>605<~>288<~>125<~>149<~>135<~>12<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>1.22242009E8<~>3.4009133E7<~>20822<~>54128<~>135613<~>180185<~>112986<~>760105<~>496048<~>394271<~>508058<~>2668<~>102729<~>260901<~>362242<~>796131<~>339457<~>542326<~>1923122<~>2770712<~>1315020<~>2235570<~>7051<~>106785<~>3019<~>6451<~>19665<~>20824<~>53916<~>138441<~>129182<~>74163<~>52029<~>116<~>4345<~>92657<~>102505<~>148906<~>87796<~>72342<~>854018<~>522543<~>57308<~>95138<~>151<~>2157<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>5<~>17<~>8<~>1<~>0<~>2<~>2<~>0<~>44<~>0<~>0<~>0<~>0<~>0
2012/09/15 00:00:00<~>BNANY<~>GSM00748B<~>D07481<~>3303<~>28.58853620664593<~>68.96672221147264<~>138.5068<~>99.9607162732838<~>0<~>0.39488794007028793<~><~><~>0<~>30920<~>0<~>0<~>30923<~>12<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>3304<~>0<~>0<~>0<~>0<~>0<~>0<~>5<~>0<~>3303<~>3303<~>20<~>4220<~>0<~>0<~>0<~>0<~>158<~>6046<~>979319<~>15963<~>13091<~>11144<~>8240<~>6160<~>3101<~>998<~>969185<~>22609<~>16113<~>10722<~>7740<~>5969<~>3231<~>3232<~>431558<~>1<~>46448<~>0<~>1.8190895E7<~><~>0<~>0<~>4842349<~><~><~><~>1.84763996E8<~>4.8814097E7<~>203<~>127674<~><~>0<~>0<~>0<~>49215<~><~>0<~>5<~>0<~><~>0<~>370011<~>336974<~>0<~>184.3859424920128<~>177<~>0.6619808306709265<~>11<~>497.02492012779555<~>6.389776357827476E-4<~>4<~>4.759744408945687<~>1.9543130990415336<~>3.571884984025559<~>0.5447941888619855<~>164<~>6104<~>1.7074074074074066<~>4.291203703703704<~>17.331092273892494<~>3.2258416042903075<~>0<~>0<~>3.1518929495472188<~>156.67472819347037<~>3784<~>95<~>147<~>263<~>975<~>2002<~>1427<~>373<~>19994<~>847<~>955<~>1537<~>2393<~>1033<~>301<~>1597<~>6357<~>809<~>2065<~>3494<~>1733<~>401<~>96<~>110<~>626970<~>17823<~>11188<~>4830<~>1954<~>702<~>107<~>65<~>5538<~>96<~>136<~>161<~>428<~>802<~>329<~>86<~>2830<~>376<~>305<~>133<~>171<~>348<~>167<~>4<~>279163<~>2451<~>1378<~>428<~>404<~>728<~>474<~>42<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~><~>9<~>15<~>7<~>1<~>0<~>1<~>0<~>0<~>0<~>0<~>0<~>0<~>0<~>0
